"review_id","star_rating","helpful_votes","total_votes","vine","verified_purchase"
"R2TYB74WLD0NL",1,21,27,"N","Y"
"R23F0AOTDMBYH1",5,55,56,"N","Y"
"R12EWQTHU9U14Z",5,29,30,"N","Y"
"R1HRE4N7F4YOLU",5,46,48,"N","Y"
"R162M8FFQXUWPT",5,23,24,"N","Y"
"R5FO0ORMPW7MC",5,41,42,"N","Y"
"RLLDOMC3GQXKM",5,27,28,"N","N"
"R3O0I7J2FNLU2K",2,13,22,"N","N"
"R3GRT026HDMWEQ",5,28,28,"N","Y"
"R1KMTAHHJH3JCY",1,31,36,"N","N"
"R24EC2KA3PNB9N",5,25,26,"N","N"
"R2RIO5MB2H9SI9",5,70,78,"N","Y"
"R1L83G4L1YKUP",5,35,35,"N","Y"
"R24VS3KXHJIZMV",1,22,27,"N","Y"
"R3LJX2GBLRBG",5,26,27,"N","Y"
"R3UNG2716ESA6T",4,122,130,"N","Y"
"R2IM6JVPJBTBP2",1,52,55,"N","Y"
"RHIMUGBC6EH8V",3,19,21,"N","Y"
"R3MREKNA4N3ST",5,49,50,"N","Y"
"R1IPOGA7RHTG8L",2,34,34,"N","Y"
"R3HESNMUDVML59",5,24,25,"N","Y"
"R21WFAJPOSGOUW",1,41,46,"N","Y"
"R29DAZUFGJ17RO",3,49,61,"N","Y"
"RWXMZS9UKPWGE",1,20,21,"N","Y"
"R3PHCVOJTC05GY",4,22,25,"N","Y"
"RY7I27MUFS1MW",3,39,48,"N","Y"
"R29N89SNQLPEZ0",5,33,34,"N","Y"
"R28URAG15UGT06",3,20,21,"N","Y"
"R4S39UH6AS9F7",5,26,26,"N","Y"
"R1B9WLFJZHNEZT",4,76,81,"N","Y"
"RJJ54TXC73T94",4,26,28,"N","Y"
"RLPZ2KHKT6RB7",5,38,41,"N","Y"
"R37HV6N7POK8A9",4,146,165,"N","N"
"R3MQSPC1ACSOAS",2,63,67,"N","Y"
"R2TFFBLKORHV6U",1,25,31,"N","Y"
"R3GJJYM9QOXXXL",5,31,33,"N","Y"
"R1K3HOSUCKF4IT",5,53,56,"N","Y"
"R3EIQO87E367OE",4,81,113,"N","Y"
"R3G3R1MEF1GDFV",5,31,35,"N","N"
"R2O7IYLGMVTCN5",5,22,23,"N","Y"
"RVKOCU1R699G",1,30,39,"N","N"
"R22S3XCYCAM5RC",5,17,20,"N","Y"
"R6GGAFOHWF3XS",2,22,25,"N","Y"
"RFVBWMB3749SI",5,76,90,"N","N"
"R37I14LCIOXOXW",5,34,38,"N","Y"
"R2ADUZJTZXPX7",5,43,45,"N","N"
"RJC905ACNRDNI",5,52,69,"N","Y"
"R5BHM7TVH1RI0",2,106,122,"N","Y"
"R3A1LAW5NIH5UX",5,36,36,"N","Y"
"R3ICK66SNM7WNJ",1,36,36,"N","Y"
"R2M2PDO9GLO9QL",5,31,36,"N","N"
"R2KP8ZVXTFA3M9",5,86,89,"N","N"
"R26J9R22HUPJAN",5,30,32,"N","N"
"R3RSVAWGNUC1PY",5,74,78,"N","Y"
"RQOPBTPHCLTAQ",5,27,28,"N","N"
"RXGGTVXXWPDFB",1,257,262,"N","Y"
"R3VGE8RYLBBJF7",5,31,31,"N","Y"
"R1UH8P95NY1N7H",1,26,28,"N","Y"
"R31MXLWB0YVWYS",1,33,41,"N","N"
"R3KHAVGP0W543",5,27,27,"N","Y"
"R22NXGOQPM12C8",1,21,30,"N","Y"
"R35IXKMYV4Y685",5,49,50,"N","Y"
"R1817M56CFTQYR",1,34,35,"N","Y"
"R3STNDJHDWS65U",1,102,107,"N","N"
"R2WKY5V5MT6QPN",5,20,20,"N","N"
"REPYUUW882ND4",5,57,57,"N","Y"
"R31RE2VFM3G3UF",5,68,77,"N","Y"
"R116RE0SMKXEV9",5,21,21,"N","N"
"RC373DCQWHOKA",5,24,25,"N","N"
"R2SWTK6LYO47UV",4,60,67,"N","Y"
"R33DFAIUIPA21M",5,38,44,"N","N"
"RRIA0FDCMOQU8",5,17,22,"N","Y"
"RD5K1K8400OQS",5,19,25,"N","Y"
"R254QFYK98L3RN",1,17,23,"N","Y"
"R3TGKX9ZN7U0PJ",2,31,40,"N","Y"
"R2I1B0GX6S1F2S",5,46,55,"N","Y"
"R2FEFL0Q9LT9L8",5,55,58,"N","Y"
"R2NQDEUCKDXKNA",5,19,20,"N","N"
"R32T2RQQPX2R55",1,49,52,"N","N"
"R2MHG2OAH8PKRG",5,21,21,"N","N"
"R2Z2DZ7RVQC4YS",1,19,31,"N","Y"
"RI9ZWH8Y4TUYB",5,97,105,"N","Y"
"R1D5KQTO2S3H2T",5,77,77,"N","Y"
"R1IU3TKD1R4RNK",1,357,374,"N","Y"
"R39KEO6EGTCLAF",4,28,30,"N","N"
"R314OV4ANH4W9F",1,148,164,"N","N"
"R3SFZTEH3ONPOC",5,41,41,"N","Y"
"R2Z2MAI1ZZ3V5O",5,26,26,"N","Y"
"R3LLA4U0WMEGV",4,28,29,"N","N"
"R3E7S435SSLELK",3,30,36,"N","Y"
"RMQPNTH8CBS4U",5,43,50,"N","Y"
"R248TYLDL902GW",5,22,27,"N","Y"
"R3KWR1WH49T5Z9",5,91,108,"N","N"
"R23UDQE1QJL7WR",4,17,21,"N","N"
"R1UH6NCMEYZNCH",5,1046,1088,"N","Y"
"R24G6TL523X4EU",2,26,27,"N","Y"
"R2370RN5JW441U",5,834,868,"N","N"
"R2QS544AX2R0GL",5,150,155,"N","Y"
"R2WRDHU8W08GO1",1,37,38,"N","Y"
"R2K07GTY97EK7H",5,162,163,"N","N"
"R1293ID5UXEKUP",3,21,23,"N","Y"
"R3P83KJ3RANL19",1,47,78,"N","Y"
"R3I2ET0ANRB7U7",1,14,21,"N","Y"
"RX56UVNCQLTUF",5,63,67,"N","N"
"R2EBWJTGFG750S",2,26,28,"N","N"
"R1KM40S9ICNXSB",5,26,30,"N","N"
"RGO2MH5SEZQS3",1,86,106,"N","Y"
"R3NU7EBKW9V73F",5,22,25,"N","Y"
"R1RX8U5QLDRMZD",4,39,46,"N","Y"
"R2Q884PXYT27YJ",5,14,24,"N","N"
"R3RHVFK2GT0NOJ",1,27,34,"N","Y"
"R1SYTW98EEO5W3",1,25,40,"N","Y"
"R1IUPT3G7AA4SK",5,21,21,"N","N"
"R39HFB0RTOGNLO",5,20,20,"N","Y"
"R1GM5PU2OAF9X6",5,26,26,"N","Y"
"R19RP2K0NUMAVK",5,70,70,"N","Y"
"R1JXEOXQ6S1XLV",5,39,41,"N","Y"
"R36L0VYY4TAY1R",4,19,20,"N","N"
"R194M61MLMFKYO",5,21,21,"N","Y"
"R1NDODWB9UVRZJ",1,31,38,"N","Y"
"R3GS8L467IWL06",1,20,21,"N","Y"
"R3J0MIVX5CM5F",5,41,44,"N","Y"
"R320909BB3MR25",1,67,71,"N","N"
"R15XDKOXDOISF5",5,19,21,"N","Y"
"R2L8LP3R3SH41I",5,22,28,"N","Y"
"R1HG8QTD4DO6UN",5,33,36,"N","N"
"R2DPO2KOKLB25X",1,26,27,"N","Y"
"R3IQXRSY91DQ7Q",5,21,21,"N","Y"
"R2BH75BH1HGDDH",1,19,25,"N","N"
"R1RCKOZ9P5RC4O",5,25,25,"N","Y"
"RQLB3K61VHLIE",5,29,29,"N","N"
"R1TD3CUZ0IFL8A",4,26,31,"N","Y"
"R2KPCIRCU4Z8FB",5,41,43,"N","N"
"R2TU18LZVWRXRH",5,402,438,"N","Y"
"R1EZTSO0ZPJSER",5,30,30,"N","Y"
"R2Z96LWWGL5GFL",5,19,24,"N","Y"
"R3J94UCV2EMAVO",1,21,21,"N","Y"
"RFE3KYWVKY78J",1,23,33,"N","Y"
"R20JLTN6OX4Q0C",1,31,44,"N","Y"
"R22MFVJDSZHREQ",5,69,70,"N","Y"
"R3BO6QL8WF95CO",5,185,194,"N","N"
"R3V0MFWM1KEXK4",3,46,62,"N","N"
"R1QRKPDRKS4LJV",5,29,32,"N","N"
"R2XGRLXGN2LTHQ",3,24,25,"N","N"
"R12DW43HD7PVHK",1,52,63,"N","Y"
"R3RRFZHHFMTQ2E",5,67,72,"N","Y"
"R2D5WRTXBDYPSO",3,23,30,"N","Y"
"R2F7JTIAW9J14C",3,24,26,"N","Y"
"R2Z8EHGY0JQ3ZR",5,82,84,"N","Y"
"RAZNZMDLOHFJ5",5,80,85,"N","N"
"RC2HG8A4KXSXA",5,93,95,"N","Y"
"R2900RJSS9P9IS",2,27,30,"N","N"
"RB1QIJRXR6J3U",5,25,29,"N","Y"
"R27XSZFEMNFPW5",5,13,20,"N","N"
"R2A7UB2YDASUU9",5,18,20,"N","Y"
"R64YU1DWO7ENC",4,24,24,"N","Y"
"R36PP55TG1RFKX",4,23,29,"N","Y"
"R2SI3ONBATLSWX",1,40,60,"N","N"
"R1XEA89P5FT0SY",5,19,20,"N","Y"
"RZQDZ9T05SLJH",5,25,37,"N","Y"
"R1PWDGYFH69KGX",5,20,21,"N","Y"
"R9YZ4Y5Q4Q2ZT",1,386,407,"N","N"
"RRKBC5SHSAUS2",4,20,21,"N","Y"
"R1Q014B9P4T3SZ",5,37,37,"N","Y"
"R17HSKLHNAKZF0",5,26,28,"N","N"
"R2WGUW5XYRKPTR",5,39,42,"N","Y"
"R29OBYRADV0FU9",5,33,33,"N","Y"
"R1P8KMS924CDKB",1,15,20,"N","Y"
"R2J774KGGOPQU5",2,43,47,"N","N"
"RKTUYDPGFLV2Y",4,47,51,"N","Y"
"RK9795JHP07F6",5,35,36,"N","Y"
"R3MK5ZF3WGHD0",1,13,21,"N","Y"
"R2EMFHORUDZM0F",5,91,93,"N","N"
"R3NYFDRCEENHPE",3,22,28,"N","N"
"R39FSMBQZS0JYN",1,18,20,"N","Y"
"R3UEP7HQE4AZC8",5,40,51,"N","Y"
"RQ9BOA5Z18D2U",1,19,29,"N","N"
"R1JTY579ASEHKX",1,10,20,"N","Y"
"R30OH39FQ0WODU",2,21,21,"N","Y"
"R1AVXYQREPZ63I",5,20,22,"N","N"
"R24OGR6B1D8JQL",2,18,20,"Y","N"
"RI17QJO23HUP3",5,33,34,"N","Y"
"R34DZ6TMBXB2H0",5,18,21,"N","N"
"R2M0121W7MRV2Y",3,17,20,"N","Y"
"R128MG13QS34QD",5,20,20,"N","N"
"R4X1LAG0SJC3J",5,40,42,"N","N"
"R5OE3U7YZVRNO",5,39,40,"N","Y"
"R2D6ZC78ZYXU6V",5,14,21,"N","N"
"R16O1QLA6JDSRQ",5,18,21,"N","N"
"R3BLIANC3Z9VE3",1,41,47,"N","Y"
"R2XVX68S5C22W2",5,20,22,"N","N"
"RHE3IOZIPQK2C",3,87,87,"N","Y"
"RYKVSU2TYH1S5",5,22,24,"N","Y"
"R1BVJVKIWDTL7L",2,23,25,"N","Y"
"R2TMC2ED7EU69B",4,53,57,"N","Y"
"R3GJ2VZY2BFVUC",3,18,21,"N","Y"
"R3608B2L60DR5Y",1,49,52,"N","Y"
"R10A9B9IK6CM4K",5,27,40,"N","Y"
"R1FCS7ZWA99MGA",5,25,25,"N","Y"
"RA1DLKQNGXEY6",5,20,21,"N","N"
"R1F2NDO1RVW1ZS",3,27,35,"N","Y"
"R1TCP4QZR65F94",4,22,29,"N","Y"
"R339L7SMHWZIEG",1,23,31,"N","Y"
"R32T7GH0JM9EGK",5,28,31,"N","Y"
"R1JF98GF3SRH0V",5,33,33,"N","Y"
"R2MG455P0H1FIV",5,52,66,"N","N"
"R27N7TEE2PXMOM",2,22,25,"N","Y"
"R3NZNGBDGDMALI",2,30,30,"N","Y"
"R2ZUF9ZBO84A2K",3,178,204,"N","Y"
"R16X1KCBPA2299",5,23,30,"N","N"
"R1D5RSQV092MK4",3,180,183,"N","Y"
"RYU0OMPSLVLLV",5,20,20,"N","Y"
"R2VEFLOELCLXF9",4,44,46,"N","Y"
"R1CPZYPB1JRMD0",1,43,48,"N","Y"
"RZEJ9CXSCWF3G",5,21,21,"N","Y"
"R2EMACIDTM1FUK",1,16,22,"N","Y"
"R1GQGBQ6MUE79H",1,27,28,"N","Y"
"R21PM4Z6IE9DZW",3,1157,1314,"N","Y"
"R2W7JH4B9PHUKG",3,24,25,"N","Y"
"RAS6R27NMBTH6",5,137,142,"N","Y"
"R24S6WF2ON2E9Y",5,64,65,"N","Y"
"R3KCMVIF3UARVI",5,90,94,"N","Y"
"R2V6MGQDV3MATO",5,71,76,"N","N"
"R17IMERYY90NAR",5,155,185,"N","Y"
"R1VEHI6SX6KF3L",4,507,551,"N","Y"
"R25CSEZMJ8547T",5,21,23,"N","Y"
"RRRZVQQQ0M5V5",2,14,21,"N","Y"
"R3TL27NN3743GQ",4,218,253,"N","Y"
"R1BHP934XUYOWQ",5,22,23,"N","Y"
"RLFTPUC9HP5E",5,24,32,"N","Y"
"R117O4IQLVENZ1",5,41,44,"N","Y"
"R1RLI1WBZYOTEI",1,28,29,"N","N"
"R2SAM5UCZVZXI7",5,20,26,"N","Y"
"R6F8NETIKP851",5,21,22,"N","Y"
"R1UCDKQ1KKLO3R",5,22,23,"N","Y"
"R2N1EGCN4GQ828",5,16,21,"N","Y"
"R1MG2WHSRKP09B",2,16,26,"N","Y"
"R131K0AOHKZZ0W",1,20,21,"N","N"
"RLEACKLBV57Q",5,64,67,"N","Y"
"R21Z6CMO241BRJ",1,25,27,"N","Y"
"R3KYF96KCLL4I3",5,19,21,"N","N"
"R1B1PSOX8LV0LD",1,183,196,"N","Y"
"R3IO24QKL77KG5",1,29,33,"N","Y"
"R3V75AFO8K1VV",4,119,138,"N","N"
"R1DMOMVDH97IXC",5,20,20,"N","Y"
"R12MEP7S0GIMRG",4,41,47,"N","N"
"R3RE49DX0YW2MI",5,73,78,"N","Y"
"R9X9LXBGKHJP7",5,22,24,"N","Y"
"RRY0QVJAA0RDF",5,25,30,"N","Y"
"R3N4A8TMWZ7PM5",4,50,50,"N","Y"
"R1FE7R7N0ZZP9Z",3,32,33,"N","Y"
"R3NLUZFDVHFVS1",5,304,348,"N","N"
"R32GJEI2NOFCLU",1,17,24,"N","N"
"R1GQNLMXGKFEIS",3,20,25,"N","Y"
"RC00VDFQVZ63U",4,59,83,"N","Y"
"R2SMI39LAOHKPY",5,19,20,"N","Y"
"R3193MH6YQIE90",5,30,33,"N","Y"
"R22C1NLOEKNTIM",3,33,39,"N","Y"
"R3V9G4PJ6DMGLS",1,109,130,"N","Y"
"R3FU44UDGHHQ09",5,53,55,"N","Y"
"R1C3C6KUXL3SMV",5,17,24,"N","Y"
"R3JEHA2EO7WCEZ",1,18,25,"N","Y"
"ROKKZKRS02S9K",5,22,23,"N","N"
"RJ1LALCLVI6AK",5,25,27,"N","Y"
"R26F70OBFCRUZU",4,20,22,"N","N"
"R3VAFSQZ3DXWCZ",1,39,57,"N","N"
"R351RUOQBRNR3Y",5,56,62,"N","Y"
"R1V82HABHBJQU2",1,29,34,"N","N"
"R1ER06MC7Q6SB7",5,28,29,"N","N"
"R2OIJEW6AGSOFM",5,115,133,"N","N"
"R3UE8J7AGTOL63",4,13,22,"N","N"
"R1LPAENLLWAHIZ",5,34,38,"N","Y"
"RTVOR3JIJ7CM9",5,34,43,"N","N"
"R11VCOWGHRA5UF",5,38,42,"N","N"
"R2LDMKI0T6D829",1,119,125,"N","N"
"REYC40HNRGK0R",5,17,23,"N","N"
"R1UTJPDPK7W0CS",3,20,20,"N","Y"
"R16LYVPQLJN5U5",1,30,35,"N","Y"
"RX43JC28T5F0O",3,36,42,"N","Y"
"RIRCYAYZB27E5",1,26,29,"N","N"
"R27D4K96TU8U6X",5,25,25,"N","Y"
"R2WCCN842B3EIA",5,18,23,"N","N"
"R2I8RLA80XUE4L",1,23,25,"N","N"
"R3U3CL5I0TFOYJ",1,21,26,"N","N"
"R1X25HRO4AS5A4",5,33,45,"N","Y"
"R2LL15GUG652FT",5,19,23,"N","Y"
"R3FQTQCAV4FRGN",4,18,21,"N","N"
"R1IKQO5CK5YM2N",5,23,27,"N","Y"
"R2MB84KWG7DPZ4",5,53,58,"N","N"
"R1QHD6WXQLRVK0",5,28,29,"N","Y"
"R2TFT0F052DO2U",1,21,23,"N","Y"
"R2Y7IBVTV1UEZU",5,242,252,"N","Y"
"R1K0E4GJT4HXP6",3,39,55,"N","N"
"R3F3IRZNP6KVD",1,31,31,"N","Y"
"R1LPK09D394157",5,18,22,"N","N"
"R2W41H5LA5HU7F",2,34,38,"N","N"
"R1UEN0G5CLLYD8",5,14,20,"N","N"
"R16S2EOOABC4AJ",1,88,93,"N","Y"
"R3OBEQSU8K079I",1,43,65,"N","Y"
"R3SLFH8TGN3Y82",1,23,25,"N","N"
"R25L5F7BX3HHIP",1,35,39,"N","Y"
"RU09MMHRYVSEJ",1,24,30,"N","N"
"R2QFYQ25QYGHT1",5,23,24,"N","Y"
"R2I81BA2WPD9TQ",5,20,21,"N","Y"
"R217HOB5Y2NRK8",4,70,75,"N","Y"
"R151R9IM8W0I5I",4,23,24,"N","Y"
"R3FVJCBWZEURSQ",2,199,272,"N","N"
"R2SG00RSKJN09Z",1,31,33,"N","Y"
"R10D241XWX8QZV",2,88,101,"N","Y"
"RAEMTZWBVRDWM",5,42,47,"N","N"
"R1BT431VSQQRG8",3,22,22,"N","N"
"RGOVG04W3H7SQ",4,178,179,"N","Y"
"R3OXCFQN2O5K9B",1,31,35,"N","Y"
"RZDDXCD0BY1XV",1,20,21,"N","N"
"R3FIGS3UPEV4L1",2,76,76,"N","Y"
"R3A2V6TNSDBZA1",2,89,90,"N","Y"
"RU7AC70YDSZ82",1,21,22,"N","Y"
"R1MH7HTHU6CU1D",5,22,22,"N","Y"
"R1JFXMI8OXBWV2",3,52,61,"N","N"
"R33LRVXY2QZT2Q",5,45,51,"N","N"
"R46SUFZD1IO0O",4,67,69,"N","Y"
"RUTDQKDN8J6KX",1,86,93,"N","Y"
"R35Z72GR8R6D1Z",5,136,140,"N","N"
"R15C467FXO1YBZ",1,19,22,"N","Y"
"R10WOM8F9G1SZ7",1,22,26,"N","Y"
"R2Z10YEJMXY38R",5,31,31,"N","Y"
"R1MBOFXVOMB374",5,29,35,"N","N"
"RYJZQYYCJNNGF",5,50,53,"N","Y"
"R2XWPWWJFR37FT",2,26,27,"N","N"
"RHOC4PHRFG8US",5,222,252,"N","Y"
"R316KGKYJWQEY1",1,20,23,"N","Y"
"RYCPPQUN9L1CV",1,23,24,"N","Y"
"R3O573ELV3PPSW",3,16,23,"N","N"
"R2HC0P8S6B32SK",5,19,21,"N","Y"
"R1RLGCVLEWQXQH",4,22,22,"N","Y"
"R3CC869S12ZUOC",5,30,31,"N","N"
"R1P3FRWTZ8ZGVA",4,36,36,"N","Y"
"R27JC4T1QLMMNU",1,40,46,"N","Y"
"R2UHNXBAU321Q1",3,28,32,"N","Y"
"RNQ611PPBV7ZX",1,53,68,"N","Y"
"R3IP7QA87EBTH8",1,40,41,"N","Y"
"R30BN6ALFTT04K",1,20,22,"N","Y"
"RSN9LDRHIBYP9",4,23,23,"N","Y"
"R6HGEAYI7RETU",5,29,30,"N","N"
"R1VUYIV0JA14MR",5,29,38,"N","Y"
"R2BSF42W49YR5Y",5,29,41,"N","Y"
"R3PDX59PDHLMX7",1,56,57,"N","Y"
"R9ABHTW9HRTYK",4,30,33,"N","N"
"R2VN10OB5TDRKR",5,18,20,"N","N"
"R1252IMRN23WNO",1,48,51,"N","Y"
"R3JVJDW1NMSUQ2",5,55,63,"N","N"
"R3ITPWP9ET4LO8",5,28,28,"N","Y"
"R2YO244FD7ERCS",1,27,38,"N","N"
"R1AISGX0MEI7AR",1,18,20,"N","N"
"R3AC7G6NIEFBTU",1,679,911,"N","N"
"R1BILRXN5MQ4AT",5,35,36,"N","Y"
"R35Z77XOC1EA9G",5,27,30,"N","Y"
"R1BOFTH5RTQMNA",1,19,32,"N","Y"
"R3U5NWMFMUIORU",5,19,20,"N","Y"
"R38XGISLA8RT8K",5,23,25,"N","Y"
"RR36AFV9FUSA2",4,27,28,"N","Y"
"R1MT3MKE1ZGK90",1,92,101,"N","N"
"R3PAAV48AZ3PKV",5,24,30,"N","Y"
"R1UPADJBXGVZLS",5,20,22,"N","N"
"R58XGEO6HD9UJ",5,23,23,"N","N"
"RYSG1TSESZK2M",5,46,58,"N","Y"
"R2R9C420MR32Z",5,70,75,"N","Y"
"R35PHKJ16SCF2R",1,19,22,"N","N"
"R1VHLJM8K7L5II",1,15,21,"N","Y"
"RPH3TGR6E5JQ6",4,16,22,"N","Y"
"R11ALR619P3RLZ",5,59,63,"N","Y"
"R1WXDMFXGJHL83",1,57,84,"N","N"
"R1TYLFCE05QFL",1,17,29,"N","N"
"R1QRFZPR1BIW6Y",5,29,31,"N","Y"
"R2SJ57Q5MH1SIL",5,21,22,"N","N"
"R3GDL6TI6V63Z6",5,22,23,"N","N"
"R24HYIFLD6FKBN",5,20,22,"N","Y"
"R1F3G9ZBU7T7K3",5,13,21,"N","Y"
"R2B1OLJ8DA7DID",2,15,26,"N","N"
"R2LMOZHZAHSR94",5,20,20,"N","N"
"R1SYJKSJOHIKCS",5,45,58,"N","Y"
"R6ELJN849P0N3",1,20,24,"N","N"
"R170ZA1R7DD217",5,21,26,"N","N"
"R22SDS3BX7HBO2",5,40,43,"N","Y"
"RBNXHU12XX4IS",3,16,24,"N","N"
"RFU21BFNC34EI",5,190,194,"N","N"
"R29I7L7TGDA3QP",5,24,28,"N","Y"
"R28795FJ2U7CE8",1,82,84,"N","Y"
"R21TPZDHGQKLCK",3,55,66,"N","Y"
"RPJTSGUPUILNA",4,227,256,"N","N"
"R3IU56P4P3OY7L",5,23,26,"N","Y"
"R2M84WNJYFRCP5",4,20,21,"N","Y"
"R360IF3MG1VSHU",1,15,20,"N","Y"
"R3L4A626FZXFI2",1,21,28,"N","N"
"R3U1M5VL76KQTB",1,18,24,"N","N"
"R3906UK1ZI3Z0C",1,19,26,"N","Y"
"R97N2BPHM1WOX",5,22,23,"N","N"
"RQBH8LOJPZ3JK",5,24,25,"N","Y"
"RAXU2Y7O5HKVS",1,47,56,"N","Y"
"R1VIYHZHM9T464",5,26,30,"N","N"
"R12XZLG642GGZC",5,20,20,"N","Y"
"RPMRBP6A5I3GK",1,20,21,"N","Y"
"R308XNNF86MISS",3,26,26,"N","Y"
"R1T2IRX0FAWWAI",1,34,34,"N","Y"
"RO7UTQXS5R26Q",2,18,22,"N","Y"
"RGVPBJBWIO80",5,21,22,"N","Y"
"R2W6QSTV17JJXR",2,25,28,"N","Y"
"RP93XWFR3V9FV",5,51,53,"N","Y"
"RACZOFHI75Y1J",5,33,34,"N","N"
"R3P3ALKLIW6SF",5,19,32,"N","N"
"R2OEYLWD46HZOB",5,62,63,"N","Y"
"R29YT8DS5AGYCY",4,21,21,"N","Y"
"RD9XWMQ5B4NNV",5,41,47,"N","N"
"R2BXNEEQB7EO52",5,25,26,"N","Y"
"R38MGXS3I6GM3N",5,27,30,"N","Y"
"R1J85IOSJO3RUK",5,31,40,"N","Y"
"R36BQSLXO1NVAF",5,26,30,"N","Y"
"RDCZPR1UCBNTZ",5,19,26,"N","N"
"R3CRFHN25TPZQZ",5,21,22,"N","N"
"R3FKPFN4SCZ7OT",1,454,529,"N","N"
"R2XPAN7ZBO7NW3",5,21,21,"N","N"
"R3OF72MW2MY6R9",5,15,20,"N","Y"
"RRPEWEQ855VGS",5,26,32,"N","N"
"R3DFY1BLHA4HWH",2,16,21,"N","Y"
"R2OIBNNM44NNNO",1,39,42,"N","N"
"R24GGVLH416J3W",5,54,57,"N","Y"
"R1VFNK8ECNC1CM",5,18,25,"N","Y"
"R3FSP8WIGIYWFF",2,13,20,"N","N"
"R15S7GRGUYKWCE",2,49,58,"N","Y"
"R27JGOAYIVJ6FJ",2,19,20,"N","N"
"R26F7DDYM0349A",5,31,33,"N","Y"
"R1UAV4F3S2OLHN",5,92,92,"N","Y"
"R2YQ0TEIWE9W6F",5,40,46,"N","Y"
"R1RMATDMROS3W7",1,11,22,"N","N"
"R2PFP8DEAP2IMS",1,36,39,"N","Y"
"R39GNW1KH8WEP1",3,24,37,"N","Y"
"R21EVM7G8OQHHY",1,108,113,"N","N"
"R1ZM8FYAJPXGSB",1,31,33,"N","Y"
"R1GETY8S84NI2Z",1,20,27,"N","N"
"R3CNT8UAH9TFDZ",1,37,40,"N","N"
"RCZAHKUNI7JTO",3,22,27,"N","N"
"R337SR30DQJBQY",5,17,21,"N","Y"
"R2LOYJHMTVNBR8",3,21,23,"N","Y"
"RO0T1QTFB8K9G",5,21,24,"N","Y"
"R29NIP3KC19E0E",5,20,24,"N","Y"
"RZFQIVC31FDQI",5,20,21,"N","N"
"R2YHJUTGNH7VO1",4,30,35,"N","Y"
"R22N6MC5RTXXS5",5,29,32,"N","Y"
"R3TYDNA9GW6SOR",5,21,25,"N","Y"
"R1JBSYQT206D62",5,22,32,"N","Y"
"RP61VRBLSBOVQ",5,195,208,"N","Y"
"R3O7L63YIIOMXJ",5,69,79,"N","Y"
"R1ESPL6XA33W49",4,13,22,"N","Y"
"R31J7P8GSIH5D6",4,56,58,"N","N"
"R1MGIADQZG15BL",5,29,34,"N","N"
"R2N3QX7HTNFNOK",5,64,66,"N","N"
"R1F8D6ZSSUPXBK",3,19,22,"N","Y"
"RAZE7CQO9UGTX",5,21,21,"N","Y"
"R3L6S60YOTNTVJ",5,58,63,"N","Y"
"R2JIPXQJBAL58H",2,19,20,"N","Y"
"RD2P85XG138JL",5,38,43,"N","N"
"R1SHMFGR2TR016",5,56,63,"N","Y"
"R3KBB45KCFNBQJ",5,28,29,"N","N"
"R1S7B7U7IIZ5N3",5,26,27,"N","Y"
"RTJ1U5TDWC6WW",1,23,24,"N","N"
"R13IKG8DTH5IUI",4,37,39,"N","Y"
"R1ANB6U2SB1A4M",3,26,32,"N","N"
"R29JHBC6HN51AY",5,37,40,"N","N"
"RW9LHTO9CUX3P",5,23,26,"N","Y"
"R1L0D85F8M66PS",5,42,46,"N","N"
"R3A4V10SC69S8O",1,38,41,"N","N"
"RXQBGK9A52VSH",5,30,34,"N","Y"
"R2PV9TGKUVSF3Z",5,33,43,"N","Y"
"R1QRX8U4DIZ429",1,29,40,"N","Y"
"R2294RCZ6CPBRD",5,21,24,"N","Y"
"R2VRTSPP9BEBW1",5,22,22,"N","Y"
"R1ZIVOGZ77GPAL",4,91,97,"N","N"
"R203N6XWBLQTKG",5,59,64,"N","N"
"RMGU7XS4VZKST",5,277,297,"N","Y"
"R1X1003RK827US",5,53,56,"N","N"
"R32ZB3CXDHILOK",5,49,53,"N","Y"
"R2CK7ZXIWOIX42",5,28,35,"N","N"
"R1YELV5F5KC4UL",5,17,22,"N","Y"
"R3L3VJD2J8YDOF",5,74,76,"N","N"
"RMR638GJZWU7F",5,26,28,"N","Y"
"R3SRO1OR6P36U3",5,20,29,"N","Y"
"R1WVJS0DDBLQJN",4,24,31,"N","Y"
"R2MWOUQPPD1HOJ",3,198,208,"N","Y"
"R3KDC0AP8P44GQ",5,26,27,"N","Y"
"R1ISSZN2B58AAI",3,23,23,"N","Y"
"R2JWB1G9LE8ZTH",3,25,31,"N","Y"
"R3LQE7S7663OWC",5,26,28,"N","N"
"R1VLHGZDVDVXF0",3,195,229,"N","Y"
"R14CCQVFRSS4C5",5,14,24,"N","Y"
"R2E716LAEU13OL",5,25,25,"N","Y"
"REXFNT5U9V3KF",5,20,21,"N","N"
"RQNX4BM1JKGQI",1,22,36,"N","Y"
"R1XC2KHHHUHBDM",4,23,23,"N","N"
"R18K6H4V9TLWAM",1,24,32,"N","Y"
"R16LG0FWRPIO3A",5,26,34,"N","Y"
"RGFDSEXO5MB3G",5,78,80,"N","Y"
"R1DVWITCWAXL4J",5,32,38,"N","Y"
"R22IKHEN4IEEX0",5,30,31,"N","Y"
"R2EN1A8U8ISR44",5,78,87,"N","Y"
